area_type,area_name,area_short_name,area_match_name,period,0-14,15-39,40-64,65+,total,median_age
ta,Kaikoura District,Kaikoura,kaikoura,2019,660,1090,1440,920,4110,46.6
ta,Kaikoura District,Kaikoura,kaikoura,2020,680,1120,1440,970,4220,46.5
ta,Kaikoura District,Kaikoura,kaikoura,2021,690,1120,1430,1020,4260,46.7
ta,Kaipara District,Kaipara,kaipara,1996,4700,5700,5200,2200,17800,34.4
ta,Kaipara District,Kaipara,kaipara,2001,4450,5150,6000,2350,17950,37.7
ta,Kaipara District,Kaipara,kaipara,2006,4250,4950,6550,2800,18550,40.2
ta,Kaipara District,Kaipara,kaipara,2013,4200,5000,7300,4000,20500,44.1
ta,Kaipara District,Kaipara,kaipara,2018,4600,5900,8100,5200,23700,45.7
ta,Kaipara District,Kaipara,kaipara,2019,4600,6000,8100,5500,24300,46
ta,Kaipara District,Kaipara,kaipara,2020,4800,6300,8300,5900,25300,46.2
ta,Kaipara District,Kaipara,kaipara,2021,4900,6400,8400,6200,26000,46.6
ta,Kapiti Coast District,Kapiti Coast,kapiti coast,1996,8500,11200,11300,8400,39400,40
ta,Kapiti Coast District,Kapiti Coast,kapiti coast,2001,9200,11200,13600,9600,43600,42.1
ta,Kapiti Coast District,Kapiti Coast,kapiti coast,2006,9100,11700,15700,11000,47500,44.3
ta,Kapiti Coast District,Kapiti Coast,kapiti coast,2013,9300,11300,17400,12700,50700,46.6
ta,Kapiti Coast District,Kapiti Coast,kapiti coast,2018,9500,13000,18500,14200,55200,47.7
ta,Kapiti Coast District,Kapiti Coast,kapiti coast,2019,9500,13300,18800,14600,56100,48
ta,Kapiti Coast District,Kapiti Coast,kapiti coast,2020,9500,13800,19100,15000,57400,48.2
ta,Kapiti Coast District,Kapiti Coast,kapiti coast,2021,9400,14000,19300,15300,58000,48.5
ta,Kawerau District,Kawerau,kawerau,1996,2680,3050,1900,490,8120,26.6
ta,Kawerau District,Kawerau,kawerau,2001,2290,2390,1950,660,7290,30.1
ta,Kawerau District,Kawerau,kawerau,2006,1980,2180,2090,890,7150,33.7
ta,Kawerau District,Kawerau,kawerau,2013,1710,1880,1910,1150,6650,36.2
ta,Kawerau District,Kawerau,kawerau,2018,1760,2130,2100,1470,7460,37.8
ta,Kawerau District,Kawerau,kawerau,2019,1760,2140,2120,1530,7550,38.3
ta,Kawerau District,Kawerau,kawerau,2020,1750,2150,2110,1600,7610,38.7
ta,Kawerau District,Kawerau,kawerau,2021,1760,2160,2110,1650,7670,39
ta,Lower Hutt City,Lower Hutt,lower hutt,1996,23500,38500,26500,10300,98800,32.4
ta,Lower Hutt City,Lower Hutt,lower hutt,2001,23800,36000,29000,10200,99100,33.7
ta,Lower Hutt City,Lower Hutt,lower hutt,2006,22900,35600,31800,11000,101300,35.1
ta,Lower Hutt City,Lower Hutt,lower hutt,2013,21600,33000,33600,13000,101200,37.1
ta,Lower Hutt City,Lower Hutt,lower hutt,2018,21600,37600,34800,14600,108600,36.8
ta,Lower Hutt City,Lower Hutt,lower hutt,2019,21800,38200,35000,14900,109900,36.8
ta,Lower Hutt City,Lower Hutt,lower hutt,2020,21900,39100,35600,15400,112000,36.9
ta,Lower Hutt City,Lower Hutt,lower hutt,2021,22100,39100,35800,15800,112800,37.1
ta,Mackenzie District,Mackenzie,mackenzie,1996,960,1590,1240,380,4170,33.1
ta,Mackenzie District,Mackenzie,mackenzie,2001,780,1220,1330,450,3790,38.3
ta,Mackenzie District,Mackenzie,mackenzie,2006,760,1170,1470,500,3900,40.3
ta,Mackenzie District,Mackenzie,mackenzie,2013,860,1170,1580,690,4300,41.6
ta,Mackenzie District,Mackenzie,mackenzie,2018,840,1720,1710,830,5100,39.6
ta,Mackenzie District,Mackenzie,mackenzie,2019,850,1830,1740,860,5280,39.3
ta,Mackenzie District,Mackenzie,mackenzie,2020,880,1910,1760,910,5450,39
ta,Mackenzie District,Mackenzie,mackenzie,2021,870,1900,1760,950,5480,39.5
ta,Manawatu District,Manawatu,manawatu,1996,6800,9600,7300,3000,26800,33
ta,Manawatu District,Manawatu,manawatu,2001,6400,8400,8200,3200,26300,35.8
ta,Manawatu District,Manawatu,manawatu,2006,6000,8100,9000,3600,26800,38.1
ta,Manawatu District,Manawatu,manawatu,2013,6000,8000,10000,4500,28500,40.6
ta,Manawatu District,Manawatu,manawatu,2018,6400,8900,10400,5500,31100,40.8
ta,Manawatu District,Manawatu,manawatu,2019,6500,9100,10300,5800,31700,40.8
ta,Manawatu District,Manawatu,manawatu,2020,6700,9500,10400,6000,32500,40.4
ta,Manawatu District,Manawatu,manawatu,2021,6700,9700,10500,6200,33000,40.4
ta,Marlborough District,Marlborough,marlborough,1996,8700,13400,11600,5600,39200,36
ta,Marlborough District,Marlborough,marlborough,2001,8500,12300,13700,6300,40700,39.4
ta,Marlborough District,Marlborough,marlborough,2006,8000,12700,15800,7100,43600,41.8
ta,Marlborough District,Marlborough,marlborough,2013,8100,11600,15900,9100,44700,44.6
ta,Marlborough District,Marlborough,marlborough,2018,8400,12900,16600,10800,48700,45.2
ta,Marlborough District,Marlborough,marlborough,2019,8400,13100,16700,11100,49300,45.5
ta,Marlborough District,Marlborough,marlborough,2020,8500,14100,17000,11400,51000,45.1
ta,Marlborough District,Marlborough,marlborough,2021,8500,14200,17000,11800,51500,45.3
ta,Masterton District,Masterton,masterton,1996,5800,7700,6600,3300,23300,34.8
ta,Masterton District,Masterton,masterton,2001,5400,6900,7300,3600,23200,37.9
ta,Masterton District,Masterton,masterton,2006,4900,6600,7800,3900,23200,40.4
ta,Masterton District,Masterton,masterton,2013,4800,6400,8200,4600,24100,42.5
ta,Masterton District,Masterton,masterton,2018,5000,7400,8500,5500,26400,42.9
ta,Masterton District,Masterton,masterton,2019,5000,7600,8600,5700,26900,42.9
ta,Masterton District,Masterton,masterton,2020,5100,8000,8600,6000,27700,42.6
ta,Masterton District,Masterton,masterton,2021,5200,8100,8700,6300,28200,42.7
ta,Matamata-Piako District,Matamata-Piako,matamata piako,1996,7800,10800,7900,3800,30300,33
ta,Matamata-Piako District,Matamata-Piako,matamata piako,2001,7500,9600,8900,4200,30300,35.6
ta,Matamata-Piako District,Matamata-Piako,matamata piako,2006,7100,9400,9800,4900,31200,38
ta,Matamata-Piako District,Matamata-Piako,matamata piako,2013,7100,9300,10600,5800,32900,40
ta,Matamata-Piako District,Matamata-Piako,matamata piako,2018,7100,10400,11000,6900,35300,40.6
ta,Matamata-Piako District,Matamata-Piako,matamata piako,2019,7100,10600,11000,7100,35800,40.6
ta,Matamata-Piako District,Matamata-Piako,matamata piako,2020,7100,10800,11100,7400,36300,40.7
ta,Matamata-Piako District,Matamata-Piako,matamata piako,2021,7100,10900,11000,7600,36700,40.9
ta,Napier City,Napier,napier,1996,12200,19200,15500,8000,54900,35
ta,Napier City,Napier,napier,2001,12300,17700,16900,8300,55200,37.1
ta,Napier City,Napier,napier,2006,11900,17600,18400,8800,56800,38.5
ta,Napier City,Napier,napier,2013,12100,16700,19800,10900,59600,41.2
ta,Napier City,Napier,napier,2018,12500,18500,20600,12600,64200,41.6
ta,Napier City,Napier,napier,2019,12600,18800,20700,12900,65100,41.5
ta,Napier City,Napier,napier,2020,12500,19500,21000,13200,66200,41.5
ta,Napier City,Napier,napier,2021,12500,19500,21000,13600,66700,41.7
ta,Nelson City,Nelson,nelson,1996,8500,15300,11500,5800,41200,35
ta,Nelson City,Nelson,nelson,2001,8900,14500,13400,6100,42900,37.2
ta,Nelson City,Nelson,nelson,2006,8400,14100,15400,6400,44300,39.4
ta,Nelson City,Nelson,nelson,2013,9200,13600,17500,8400,48700,42.2
ta,Nelson City,Nelson,nelson,2018,9200,15300,18200,10000,52700,43
ta,Nelson City,Nelson,nelson,2019,9200,15600,18300,10300,53400,43.1
ta,Nelson City,Nelson,nelson,2020,9200,16200,18500,10800,54700,43
ta,Nelson City,Nelson,nelson,2021,9100,16100,18300,11200,54700,43.4
ta,New Plymouth District,New Plymouth,new plymouth,1996,16400,24900,19100,9300,69700,34.4
ta,New Plymouth District,New Plymouth,new plymouth,2001,15600,21700,21100,10100,68400,37.2
ta,New Plymouth District,New Plymouth,new plymouth,2006,14600,22300,23300,10900,71100,38.7
ta,New Plymouth District,New Plymouth,new plymouth,2013,15800,22400,26100,12800,77100,40.3
ta,New Plymouth District,New Plymouth,new plymouth,2018,16800,24600,27200,14700,83300,40.3
ta,New Plymouth District,New Plymouth,new plymouth,2019,17200,24800,27400,15300,84700,40.3
ta,New Plymouth District,New Plymouth,new plymouth,2020,17400,25500,27700,15800,86400,40.3
ta,New Plymouth District,New Plymouth,new plymouth,2021,17500,25700,28000,16200,87300,40.4
ta,Ōpōtiki District,Ōpōtiki,opotiki,1996,2890,3210,2500,1030,9620,31.3
ta,Ōpōtiki District,Ōpōtiki,opotiki,2001,2720,2780,2830,1170,9490,34.2
ta,Ōpōtiki District,Ōpōtiki,opotiki,2006,2480,2510,2930,1280,9200,36.7
ta,Ōpōtiki District,Ōpōtiki,opotiki,2013,2020,2300,2980,1480,8780,40.8
ta,Ōpōtiki District,Ōpōtiki,opotiki,2018,2140,2720,3120,1680,9670,39.7
ta,Ōpōtiki District,Ōpōtiki,opotiki,2019,2230,2820,3160,1740,9950,39.2
ta,Ōpōtiki District,Ōpōtiki,opotiki,2020,2250,2950,3200,1800,10150,38.8
ta,Ōpōtiki District,Ōpōtiki,opotiki,2021,2250,3000,3200,1850,10300,38.7
ta,Ōtorohanga District,Ōtorohanga,otorohanga,1996,2630,3760,2660,890,9960,31.6
ta,Ōtorohanga District,Ōtorohanga,otorohanga,2001,2460,3490,2730,910,9590,32.4
ta,Ōtorohanga District,Ōtorohanga,otorohanga,2006,2210,3130,3010,960,9310,35
ta,Ōtorohanga District,Ōtorohanga,otorohanga,2013,2250,2960,3130,1250,9590,36.4
ta,Ōtorohanga District,Ōtorohanga,otorohanga,2018,2350,3400,3250,1550,10500,36
ta,Ōtorohanga District,Ōtorohanga,otorohanga,2019,2350,3400,3250,1600,10600,36.2
ta,Ōtorohanga District,Ōtorohanga,otorohanga,2020,2300,3500,3250,1650,10700,36.5
ta,Ōtorohanga District,Ōtorohanga,otorohanga,2021,2300,3500,3300,1700,10750,36.9
ta,Palmerston North City,Palmerston North,palmerston north,1996,16100,35100,18100,7800,77100,29.1
ta,Palmerston North City,Palmerston North,palmerston north,2001,16200,32200,20400,8400,77100,31.1
ta,Palmerston North City,Palmerston North,palmerston north,2006,16300,32500,22800,9200,80800,32.2
ta,Palmerston North City,Palmerston North,palmerston north,2013,16700,31600,24300,10900,83500,33.3
ta,Palmerston North City,Palmerston North,palmerston north,2018,17200,33700,25100,12300,88300,33.7
ta,Palmerston North City,Palmerston North,palmerston north,2019,17400,34000,25300,12600,89300,33.9
ta,Palmerston North City,Palmerston North,palmerston north,2020,17500,34300,25600,13000,90400,34.2
ta,Palmerston North City,Palmerston North,palmerston north,2021,17400,34100,25700,13400,90500,34.5
ta,Porirua City,Porirua,porirua,1996,13400,18700,12700,3300,48200,29.6
ta,Porirua City,Porirua,porirua,2001,13900,18400,13900,3300,49500,30.6
ta,Porirua City,Porirua,porirua,2006,13100,18100,15400,4000,50600,32.6
ta,Porirua City,Porirua,porirua,2013,13100,17400,17600,5600,53700,35.1
ta,Porirua City,Porirua,porirua,2018,13700,19600,18700,6800,58900,35
ta,Porirua City,Porirua,porirua,2019,13800,20000,18900,7100,59800,35.2
ta,Porirua City,Porirua,porirua,2020,14000,20400,19200,7400,61000,35.4
ta,Porirua City,Porirua,porirua,2021,14100,20600,19400,7700,61900,35.5
ta,Queenstown-Lakes District,Queenstown-Lakes,queenstown lakes,1996,2650,6850,3900,1450,14800,32.9
ta,Queenstown-Lakes District,Queenstown-Lakes,queenstown lakes,2001,3200,7500,5400,1750,17850,34.4
ta,Queenstown-Lakes District,Queenstown-Lakes,queenstown lakes,2006,3900,10700,7500,2100,24100,34.5
ta,Queenstown-Lakes District,Queenstown-Lakes,queenstown lakes,2013,5400,11300,9800,3200,29700,36.3
ta,Queenstown-Lakes District,Queenstown-Lakes,queenstown lakes,2018,6700,19100,12300,4300,42500,33.8
ta,Queenstown-Lakes District,Queenstown-Lakes,queenstown lakes,2019,7000,20500,12900,4500,44800,33.7
ta,Queenstown-Lakes District,Queenstown-Lakes,queenstown lakes,2020,7200,21700,13600,4900,47400,33.9
ta,Queenstown-Lakes District,Queenstown-Lakes,queenstown lakes,2021,7500,21600,14000,5200,48300,34.6
ta,Rangitikei District,Rangitikei,rangitikei,1996,4500,5950,4400,1900,16750,32.6
ta,Rangitikei District,Rangitikei,rangitikei,2001,3900,4850,4750,2000,15500,35.9
ta,Rangitikei District,Rangitikei,rangitikei,2006,3400,4450,5100,2200,15150,38.6
ta,Rangitikei District,Rangitikei,rangitikei,2013,3100,3950,4950,2500,14550,41.2
ta,Rangitikei District,Rangitikei,rangitikei,2018,3150,4400,5000,2850,15450,41
ta,Rangitikei District,Rangitikei,rangitikei,2019,3150,4550,5000,2950,15650,40.8
ta,Rangitikei District,Rangitikei,rangitikei,2020,3200,4700,5000,3050,15900,40.5
ta,Rangitikei District,Rangitikei,rangitikei,2021,3200,4700,4950,3150,16050,40.6
ta,Rotorua District,Rotorua,rotorua,1996,17800,25400,17000,6500,66600,30.7
ta,Rotorua District,Rotorua,rotorua,2001,17300,23400,19200,7000,66900,32.8
ta,Rotorua District,Rotorua,rotorua,2006,17000,22500,21000,7600,68100,34.4
ta,Rotorua District,Rotorua,rotorua,2013,15800,21100,22200,9300,68400,36.8
ta,Rotorua District,Rotorua,rotorua,2018,16400,24400,23400,10600,74800,36.1
ta,Rotorua District,Rotorua,rotorua,2019,16600,24700,23600,10800,75700,36.1
ta,Rotorua District,Rotorua,rotorua,2020,16700,25500,23800,11100,77100,36
ta,Rotorua District,Rotorua,rotorua,2021,16800,25300,23900,11400,77400,36.3
ta,Ruapehu District,Ruapehu,ruapehu,1996,4950,7000,3950,1400,17300,28.7
ta,Ruapehu District,Ruapehu,ruapehu,2001,4050,5300,4200,1450,15000,32.4
ta,Ruapehu District,Ruapehu,ruapehu,2006,3500,4600,4450,1500,14050,34.8
ta,Ruapehu District,Ruapehu,ruapehu,2013,2900,3750,4200,1600,12450,37.2
ta,Ruapehu District,Ruapehu,ruapehu,2018,2800,3800,4200,1950,12750,38.6
ta,Ruapehu District,Ruapehu,ruapehu,2019,2800,3750,4200,2050,12800,38.9
ta,Ruapehu District,Ruapehu,ruapehu,2020,2800,3800,4200,2150,12950,39.1
ta,Ruapehu District,Ruapehu,ruapehu,2021,2750,3750,4150,2300,12900,39.8
ta,Selwyn District,Selwyn,selwyn,1996,5800,10300,7400,2000,25500,32.7
ta,Selwyn District,Selwyn,selwyn,2001,6600,10000,9300,2300,28300,35
ta,Selwyn District,Selwyn,selwyn,2006,7900,11500,12400,3200,34900,36.8
ta,Selwyn District,Selwyn,selwyn,2013,10500,14000,17200,5000,46700,38.4
ta,Selwyn District,Selwyn,selwyn,2018,13800,20100,22100,7300,63300,37.3
ta,Selwyn District,Selwyn,selwyn,2019,14300,21300,22900,7800,66300,37.3
ta,Selwyn District,Selwyn,selwyn,2020,15000,22900,24000,8400,70200,37.3
ta,Selwyn District,Selwyn,selwyn,2021,15600,23900,24900,9100,73600,37.4
ta,South Taranaki District,South Taranaki,south taranaki,1996,7900,10600,7900,3400,29800,32
ta,South Taranaki District,South Taranaki,south taranaki,2001,7200,9400,8200,3500,28400,34.3
ta,South Taranaki District,South Taranaki,south taranaki,2006,6400,8600,8500,3600,27200,36.2
ta,South Taranaki District,South Taranaki,south taranaki,2013,6300,8300,8900,4000,27500,37.5
ta,South Taranaki District,South Taranaki,south taranaki,2018,6300,8400,9200,4400,28300,38.4
ta,South Taranaki District,South Taranaki,south taranaki,2019,6400,8500,9200,4600,28600,38.5
ta,South Taranaki District,South Taranaki,south taranaki,2020,6400,8600,9300,4700,29000,38.6
ta,South Taranaki District,South Taranaki,south taranaki,2021,6400,8600,9300,4900,29100,38.9
ta,South Waikato District,South Waikato,south waikato,1996,7700,9600,6500,2000,25800,29
ta,South Waikato District,South Waikato,south waikato,2001,7000,8100,6800,2300,24200,31.8
ta,South Waikato District,South Waikato,south waikato,2006,6100,7200,7100,2900,23200,34.9
ta,South Waikato District,South Waikato,south waikato,2013,5500,6700,7400,3600,23200,37.7
ta,South Waikato District,South Waikato,south waikato,2018,5700,7400,7700,4000,24800,37.3
ta,South Waikato District,South Waikato,south waikato,2019,5700,7500,7800,4100,25100,37.3
ta,South Waikato District,South Waikato,south waikato,2020,5700,7700,7700,4300,25400,37.2
ta,South Waikato District,South Waikato,south waikato,2021,5700,7700,7700,4400,25500,37.2
ta,South Wairarapa District,South Wairarapa,south wairarapa,1996,2220,2900,2790,1240,9150,36
ta,South Wairarapa District,South Wairarapa,south wairarapa,2001,2000,2500,3130,1300,8940,39.8
ta,South Wairarapa District,South Wairarapa,south wairarapa,2006,1890,2300,3430,1500,9120,42.9
ta,South Wairarapa District,South Wairarapa,south wairarapa,2013,1920,2290,3680,1910,9800,44.9
ta,South Wairarapa District,South Wairarapa,south wairarapa,2018,1950,2500,4100,2400,10900,46.9
ta,South Wairarapa District,South Wairarapa,south wairarapa,2019,1950,2550,4100,2500,11100,47.3
ta,South Wairarapa District,South Wairarapa,south wairarapa,2020,2000,2650,4200,2600,11450,47.5
ta,South Wairarapa District,South Wairarapa,south wairarapa,2021,2000,2650,4250,2700,11650,48
ta,Southland District,Southland,southland,1996,7800,11100,9200,3000,31200,33.7
ta,Southland District,Southland,southland,2001,6800,9500,9900,3200,29400,36.9
ta,Southland District,Southland,southland,2006,6600,9000,10200,3400,29200,37.8
ta,Southland District,Southland,southland,2013,6700,9000,10500,4100,30300,38.8
ta,Southland District,Southland,southland,2018,6600,9700,10800,4700,31900,39
ta,Southland District,Southland,southland,2019,6600,9800,10800,4900,32200,39.3
ta,Southland District,Southland,southland,2020,6600,10000,10900,5200,32700,39.4
ta,Southland District,Southland,southland,2021,6500,9900,10900,5400,32700,39.8
ta,Stratford District,Stratford,stratford,1996,2530,3440,2510,1270,9750,33.1
ta,Stratford District,Stratford,stratford,2001,2210,2910,2700,1290,9110,35.9
ta,Stratford District,Stratford,stratford,2006,2070,2760,2910,1380,9120,38
ta,Stratford District,Stratford,stratford,2013,2030,2750,2970,1460,9210,38.6
ta,Stratford District,Stratford,stratford,2018,2070,2890,3090,1670,9710,39.2
ta,Stratford District,Stratford,stratford,2019,2120,2890,3120,1760,9890,39.3
ta,Stratford District,Stratford,stratford,2020,2150,2950,3150,1800,10000,39.1
ta,Stratford District,Stratford,stratford,2021,2150,3000,3100,1850,10100,39.2
ta,Tararua District,Tararua,tararua,1996,5200,6700,5350,2350,19500,33.4
ta,Tararua District,Tararua,tararua,2001,4700,5600,5650,2400,18350,36.3
ta,Tararua District,Tararua,tararua,2006,4300,5300,6000,2500,18050,37.8
ta,Tararua District,Tararua,tararua,2013,3850,4600,6050,2950,17450,41.1
ta,Tararua District,Tararua,tararua,2018,3900,5050,6150,3350,18450,41.5
ta,Tararua District,Tararua,tararua,2019,3900,5150,6200,3450,18700,41.6
ta,Tararua District,Tararua,tararua,2020,3900,5200,6150,3600,18900,41.8
ta,Tararua District,Tararua,tararua,2021,3900,5250,6150,3750,19050,41.9
ta,Tasman District,Tasman,tasman,1996,9100,13300,11600,4800,38800,35.3
ta,Tasman District,Tasman,tasman,2001,9700,13100,14100,5500,42400,37.8
ta,Tasman District,Tasman,tasman,2006,9700,12900,16900,6200,45800,40.3
ta,Tasman District,Tasman,tasman,2013,9700,11700,18700,8700,48800,44
ta,Tasman District,Tasman,tasman,2018,9600,13300,19900,11200,54000,46
ta,Tasman District,Tasman,tasman,2019,9500,13700,20000,11800,54900,46.4
ta,Tasman District,Tasman,tasman,2020,9400,14900,20300,12400,57000,46.3
ta,Tasman District,Tasman,tasman,2021,9400,15000,20500,13000,57900,46.8
ta,Taupo District,Taupo,taupo,1996,8200,11600,8500,3400,31600,32.4
ta,Taupo District,Taupo,taupo,2001,8000,10800,9900,3900,32500,35.1
ta,Taupo District,Taupo,taupo,2006,7300,10600,11000,4500,33400,37.4
ta,Taupo District,Taupo,taupo,2013,7500,9800,11600,5800,34800,40.1
ta,Taupo District,Taupo,taupo,2018,7800,11000,12500,7300,38600,41.1
ta,Taupo District,Taupo,taupo,2019,7900,11200,12600,7700,39400,41.3
ta,Taupo District,Taupo,taupo,2020,7900,11600,12900,8100,40400,41.6
ta,Taupo District,Taupo,taupo,2021,8000,11600,12900,8500,41000,41.9
ta,Tauranga City,Tauranga,tauranga,1996,17300,26900,22200,13600,79900,36.4
ta,Tauranga City,Tauranga,tauranga,2001,20400,29500,27800,15900,93600,37.8
ta,Tauranga City,Tauranga,tauranga,2006,22100,33100,33300,18500,107000,38.9
ta,Tauranga City,Tauranga,tauranga,2013,24800,34100,38300,22700,119900,40.6
ta,Tauranga City,Tauranga,tauranga,2018,28200,42700,43600,27600,142100,40.1
ta,Tauranga City,Tauranga,tauranga,2019,28900,44400,44500,28600,146400,40
ta,Tauranga City,Tauranga,tauranga,2020,29500,47100,45800,29800,152200,39.7
ta,Tauranga City,Tauranga,tauranga,2021,30000,48000,46400,30900,155200,39.8
ta,Thames-Coromandel District,Thames-Coromandel,thames coromandel,1996,5200,7100,8200,4800,25400,41
ta,Thames-Coromandel District,Thames-Coromandel,thames coromandel,2001,5000,6400,9100,5300,25800,44
ta,Thames-Coromandel District,Thames-Coromandel,thames coromandel,2006,4600,6400,10000,5700,26700,46.4
ta,Thames-Coromandel District,Thames-Coromandel,thames coromandel,2013,4500,5500,10000,7300,27300,50.7
ta,Thames-Coromandel District,Thames-Coromandel,thames coromandel,2018,4600,6200,10400,9500,30700,53.4
ta,Thames-Coromandel District,Thames-Coromandel,thames coromandel,2019,4600,6300,10400,9900,31200,53.9
ta,Thames-Coromandel District,Thames-Coromandel,thames coromandel,2020,4600,6600,10600,10500,32400,54.3
ta,Thames-Coromandel District,Thames-Coromandel,thames coromandel,2021,4600,6700,10700,10900,33000,54.8
ta,Timaru District,Timaru,timaru,1996,9300,14300,12800,7100,43500,37.2
ta,Timaru District,Timaru,timaru,2001,8900,12600,13800,7500,42800,39.8
ta,Timaru District,Timaru,timaru,2006,8300,12200,15300,8000,43800,42.2
ta,Timaru District,Timaru,timaru,2013,8300,11900,16100,9100,45400,44.3
ta,Timaru District,Timaru,timaru,2018,8400,13100,15800,10300,47600,44.3
ta,Timaru District,Timaru,timaru,2019,8500,13200,15800,10500,47900,44.3
ta,Timaru District,Timaru,timaru,2020,8400,13400,15800,10600,48300,44.3
ta,Timaru District,Timaru,timaru,2021,8400,13500,15700,10900,48400,44.4
ta,Upper Hutt City,Upper Hutt,upper hutt,1996,8800,14700,10300,3900,37700,32.6
ta,Upper Hutt City,Upper Hutt,upper hutt,2001,8800,13200,11300,4400,37700,34.9
ta,Upper Hutt City,Upper Hutt,upper hutt,2006,8700,13200,12900,4900,39700,36.8
ta,Upper Hutt City,Upper Hutt,upper hutt,2013,8400,12600,14400,5900,41300,39.4
ta,Upper Hutt City,Upper Hutt,upper hutt,2018,8700,14700,15300,6700,45400,38.9
ta,Upper Hutt City,Upper Hutt,upper hutt,2019,8900,15000,15500,6800,46200,38.6
ta,Upper Hutt City,Upper Hutt,upper hutt,2020,9100,15200,15600,7000,46900,38.6
ta,Upper Hutt City,Upper Hutt,upper hutt,2021,9200,15500,15700,7200,47500,38.6
ta,Waikato District,Waikato,waikato,1996,14300,18800,14300,4600,52000,31.6
ta,Waikato District,Waikato,waikato,2001,14400,17800,16500,5000,53700,33.7
ta,Waikato District,Waikato,waikato,2006,15000,18700,20000,5800,59500,35.7
ta,Waikato District,Waikato,waikato,2013,16000,19200,23500,7800,66500,37.8
ta,Waikato District,Waikato,waikato,2018,18000,23600,26800,9800,78200,37.3
ta,Waikato District,Waikato,waikato,2019,18400,24400,27400,10300,80500,37.4
ta,Waikato District,Waikato,waikato,2020,19000,25700,28000,10900,83700,37.3
ta,Waikato District,Waikato,waikato,2021,19300,26400,28500,11600,85900,37.4
ta,Waimakariri District,Waimakariri,waimakariri,1996,7500,11600,10000,3900,33000,35.3
ta,Waimakariri District,Waimakariri,waimakariri,2001,8900,11800,12600,4600,37900,37.4
ta,Waimakariri District,Waimakariri,waimakariri,2006,9900,12300,15700,6200,44100,39.8
ta,Waimakariri District,Waimakariri,waimakariri,2013,10600,13300,19700,8700,52300,42.6
ta,Waimakariri District,Waimakariri,waimakariri,2018,11600,16700,21600,11500,61300,43.4
ta,Waimakariri District,Waimakariri,waimakariri,2019,11700,17100,21900,12200,62800,43.6
ta,Waimakariri District,Waimakariri,waimakariri,2020,11900,17700,22300,12900,64800,43.8
ta,Waimakariri District,Waimakariri,waimakariri,2021,12000,18200,22500,13600,66300,44
ta,Waimate District,Waimate,waimate,1996,1810,2300,2440,1220,7780,38.1
ta,Waimate District,Waimate,waimate,2001,1570,1870,2520,1270,7220,41.6
ta,Waimate District,Waimate,waimate,2006,1500,1790,2660,1440,7380,43.8
ta,Waimate District,Waimate,waimate,2013,1420,1890,2780,1720,7810,45.5
ta,Waimate District,Waimate,waimate,2018,1390,2100,2810,1820,8120,46.1
ta,Waimate District,Waimate,waimate,2019,1350,2150,2800,1880,8180,46.5
ta,Waimate District,Waimate,waimate,2020,1340,2190,2810,1920,8260,46.6
ta,Waimate District,Waimate,waimate,2021,1340,2160,2810,1980,8290,47.1
ta,Waipa District,Waipa,waipa,1996,9500,13800,10300,4700,38400,33.6
ta,Waipa District,Waipa,waipa,2001,9600,13000,12200,5200,40000,36
ta,Waipa District,Waipa,waipa,2006,9700,13200,14500,6200,43700,38.3
ta,Waipa District,Waipa,waipa,2013,10400,13800,16700,7700,48700,40.2
ta,Waipa District,Waipa,waipa,2018,11200,16100,18000,9700,55000,40.2
ta,Waipa District,Waipa,waipa,2019,11600,16500,18200,10100,56400,40.2
ta,Waipa District,Waipa,waipa,2020,11800,17500,18600,10700,58600,40
ta,Waipa District,Waipa,waipa,2021,11900,17700,18800,11100,59500,40.2
ta,Wairoa District,Wairoa,wairoa,1996,3000,3550,2650,1000,10200,30.9
ta,Wairoa District,Wairoa,wairoa,2001,2610,2830,2780,1040,9260,33.7
ta,Wairoa District,Wairoa,wairoa,2006,2270,2490,2920,1040,8720,36.2
ta,Wairoa District,Wairoa,wairoa,2013,2090,2260,2700,1270,8300,37.8
ta,Wairoa District,Wairoa,wairoa,2018,2020,2480,2740,1490,8720,38.4
ta,Wairoa District,Wairoa,wairoa,2019,2050,2510,2720,1520,8800,38.4
ta,Wairoa District,Wairoa,wairoa,2020,2080,2560,2710,1600,8950,38.4
ta,Wairoa District,Wairoa,wairoa,2021,2070,2580,2750,1640,9040,38.5
ta,Waitaki District,Waitaki,waitaki,1996,4700,7000,6700,3700,22000,38.2
ta,Waitaki District,Waitaki,waitaki,2001,4100,5400,7000,3900,20500,42.3
ta,Waitaki District,Waitaki,waitaki,2006,3900,5000,7600,4200,20700,44.7
ta,Waitaki District,Waitaki,waitaki,2013,4000,5200,7600,4700,21400,45.9
ta,Waitaki District,Waitaki,waitaki,2018,4200,6000,7600,5200,22900,45.2
ta,Waitaki District,Waitaki,waitaki,2019,4100,6200,7600,5300,23200,45.2
ta,Waitaki District,Waitaki,waitaki,2020,4100,6400,7700,5400,23600,45
ta,Waitaki District,Waitaki,waitaki,2021,4100,6500,7700,5500,23800,45
ta,Waitomo District,Waitomo,waitomo,1996,2750,3550,2750,1000,10000,32.3
ta,Waitomo District,Waitomo,waitomo,2001,2590,3220,2930,1050,9780,34.3
ta,Waitomo District,Waitomo,waitomo,2006,2480,3010,3080,1100,9680,34.9
